sequenceID	genotype	subtype	gb_isolate	gb_country_short	gb_place_sampled	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_lab_construct	gb_host	gb_pubmed_id
D37864	6	i	Th602	-	-	-	-	-	false	-	7561773
D37865	6	i	ThKF68	-	-	-	-	-	false	-	-
D37866	6	f	ThKF34	-	-	-	-	-	false	-	-
D37867	6	f	Th571	-	-	-	-	-	false	-	7561773
D38078	6	f	Th571	-	-	-	-	-	false	-	7561773
D38079	6	f	Th571	-	-	-	-	-	false	-	7561773
D49748	6	g	JK046	-	-	-	-	-	false	-	8627233
D49751	6	g	JK065	-	-	-	-	-	false	-	8627233
D49758	6	g	JK148	-	-	-	-	-	false	-	8627233
D49763	6	g	JK046	-	-	-	-	-	false	-	8627233
D49766	6	g	JK065	-	-	-	-	-	false	-	8627233
D49779	6	g	JK148	-	-	-	-	-	false	-	8627233
D63822	6	g	JK046	-	-	-	-	-	false	-	8627233
D63943	6	m	B4/92	-	-	-	-	-	false	-	8904416
D63946	6	n	D97/93	-	-	-	-	-	false	-	8904416
D84262	6	b	Th580	-	-	-	-	-	false	-	9714232
D84263	6	d	VN235	-	-	-	-	-	false	-	9714232
D84264	6	k	VN405	-	-	-	-	-	false	-	9714232
D84265	6	h	VN004	-	-	-	-	-	false	-	9714232
D87352	6	h	VN004	-	-	-	-	-	false	-	7972001
D87353	6	h	VN085	-	-	-	-	-	false	-	7972001
D87354	6	d	VN235	-	-	-	-	-	false	-	7972001
D87355	6	k	VN405	-	-	-	-	-	false	-	7972001
D87356	6	a	VN506	-	-	-	-	-	false	-	7972001
D87357	6	l	VN507	-	-	-	-	-	false	-	7972001
D87358	6	l	VN530	-	-	-	-	-	false	-	7972001
D87359	6	l	VN531	-	-	-	-	-	false	-	7972001
D87360	6	a	VN538	-	-	-	-	-	false	-	7972001
D87361	6	e	VN540	-	-	-	-	-	false	-	7972001
D87362	6	a	VN569	-	-	-	-	-	false	-	7972001
D87363	6	a	VN571	-	-	-	-	-	false	-	7972001
D87364	6	e	VN787	-	-	-	-	-	false	-	7972001
D87365	6	e	VN843	-	-	-	-	-	false	-	7972001
D88465	6	h	VN004	-	-	-	-	-	false	-	7972001
D88466	6	h	VN085	-	-	-	-	-	false	-	7972001
D88467	6	d	VN235	-	-	-	-	-	false	-	7972001
D88468	6	k	VN405	-	-	-	-	-	false	-	7972001
D88469	6	a	VN506	-	-	-	-	-	false	-	7972001
D88470	6	l	VN507	-	-	-	-	-	false	-	7972001
D88471	6	l	VN530	-	-	-	-	-	false	-	7972001
D88472	6	l	VN531	-	-	-	-	-	false	-	7972001
D88473	6	a	VN538	-	-	-	-	-	false	-	7972001
D88474	6	e	VN540	-	-	-	-	-	false	-	7972001
D88475	6	a	VN569	-	-	-	-	-	false	-	7972001
D88476	6	a	VN571	-	-	-	-	-	false	-	7972001
D88477	6	e	VN787	-	-	-	-	-	false	-	7972001
D88478	6	e	VN843	-	-	-	-	-	false	-	7972001
DQ155445	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155450	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155451	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155452	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155453	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155457	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155461	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155463	6	l	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155465	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155467	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155468	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155469	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155472	6	t	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155474	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155475	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155479	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155483	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155484	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155487	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155490	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155491	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155493	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155494	6	u	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155496	6	o	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155499	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155501	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155560	6	-	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ155566	6	h	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	16840336
DQ278891	6	-	KM45	China	Kunming	-	-	-	false	-	15714489
DQ278892	6	w	GZ52557	China	Guangzhou	-	-	-	false	-	15714489
DQ278893	6	-	KM41	China	Kunming	-	-	-	false	-	15714489
DQ278894	6	n	KM42	China	Kunming	-	-	-	false	-	15714489
DQ314805	6	e	GX004	China	Guangxi	-	-	-	false	-	16789024
DQ314806	6	g	HK6554	China	China	-	-	-	false	-	16789024
DQ480512	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480513	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480514	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480515	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480516	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480517	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480518	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480519	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480520	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480521	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480522	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480523	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ480524	6	a	-	Hong Kong	-	-	-	-	false	-	20624431
DQ525424	6	a	-	Hong Kong	-	2000	SEP	20	false	-	20624431
DQ525425	6	a	-	Hong Kong	-	2000	DEC	13	false	-	20624431
DQ525426	6	a	-	Hong Kong	-	2002	MAR	7	false	-	20624431
DQ525427	6	a	-	Hong Kong	-	2003	FEB	20	false	-	20624431
DQ525428	6	a	-	Hong Kong	-	1999	APR	7	false	-	20624431
DQ525429	6	a	-	Hong Kong	-	2000	NOV	28	false	-	20624431
DQ525430	6	a	-	Hong Kong	-	2001	DEC	11	false	-	20624431
DQ525431	6	a	-	Hong Kong	-	2002	FEB	26	false	-	20624431
DQ525432	6	a	-	Hong Kong	-	2002	JUL	25	false	-	20624431
DQ525433	6	a	-	Hong Kong	-	2002	JUL	25	false	-	20624431
DQ525434	6	a	-	Hong Kong	-	2002	DEC	3	false	-	20624431
DQ640338	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640339	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640340	6	i	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640341	6	i	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640342	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640343	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640344	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640345	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640346	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640360	6	f	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ640361	6	n	-	Thailand	Bangkok	-	-	-	false	-	16957039
DQ777779	6	-	NK01	China	-	2004	-	-	false	-	-
DQ777780	6	-	NK06	China	-	2004	-	-	false	-	-
DQ777797	6	n	NK32	China	-	2002	-	-	false	-	-
DQ777798	6	n	NK43	China	-	2004	-	-	false	-	-
DQ777799	6	n	NK36	China	-	2005	-	-	false	-	-
DQ835760	6	f	C-0044	Thailand	-	-	-	-	false	-	17412980
DQ835761	6	j	C-0667	Thailand	-	-	-	-	false	-	17412980
DQ835762	6	i	C-0159	Thailand	-	-	-	-	false	-	17412980
DQ835763	6	m	C-0208	Thailand	-	-	-	-	false	-	17412980
DQ835764	6	f	C-0046	Thailand	-	-	-	-	false	-	17412980
DQ835765	6	m	C-0185	Thailand	-	-	-	-	false	-	17412980
DQ835766	6	m	C-0192	Thailand	-	-	-	-	false	-	17412980
DQ835767	6	m	B4/92	Thailand	-	-	-	-	false	-	17412980
DQ835768	6	n	D86/93	Thailand	-	-	-	-	false	-	17412980
DQ835769	6	j	Th553	Thailand	-	-	-	-	false	-	17412980
DQ835770	6	i	Th602	Thailand	-	-	-	-	false	-	17412980
DQ859953	6	a	-	-	-	-	-	-	false	-	-
DQ859971	6	a	-	-	-	-	-	-	false	-	-
EF420130	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	17728237
EF420131	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	17728237
EF420132	6	l	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	17728237
EF420133	6	l	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	17728237
EF420134	6	h	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	17728237
EF424625	6	q	QC99	Canada	-	-	-	-	false	-	17412981
EF424626	6	p	QC216	Canada	-	-	-	-	false	-	17412981
EF424627	6	o	QC227	Canada	-	-	-	-	false	-	17412981
EF424628	6	l	537796	United States	-	-	-	-	false	-	17412981
EF424629	6	c	Th846	Thailand	-	-	-	-	false	-	17412981
EF523601	6	a	6a	Canada	-	-	-	-	false	Homo sapiens	17459932
EF632069	6	t	TV241	Vietnam	-	-	-	-	false	-	18198375
EF632070	6	t	TV249	Vietnam	-	-	-	-	false	-	18198375
EF632071	6	t	VT21	Vietnam	-	-	-	-	false	-	18198375
EU081306	6	xa	DH110	China	-	2002	-	-	false	-	18461611
EU081307	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081308	6	xa	DH094	China	-	2002	-	-	false	-	18461611
EU081309	6	n	DH091	China	-	2002	-	-	false	-	18461611
EU081310	6	n	KM030	China	-	2002	-	-	false	-	18461611
EU081311	6	-	DH095	China	-	2002	-	-	false	-	18461611
EU081322	6	n	DH091	China	-	2002	-	-	false	-	18461611
EU081323	6	n	KM030	China	-	2002	-	-	false	-	18461611
EU081324	6	-	DH095	China	-	2002	-	-	false	-	18461611
EU081325	6	xa	DH110	China	-	2002	-	-	false	-	18461611
EU081326	6	xa	DH094	China	-	2002	-	-	false	-	18461611
EU081329	6	a	HH075	China	-	2000	-	-	false	-	18461611
EU081330	6	a	HH075	China	-	2000	-	-	false	-	18461611
EU081331	6	a	HH075	China	-	2000	-	-	false	-	18461611
EU081332	6	a	HH075	China	-	2000	-	-	false	-	18461611
EU081333	6	a	HH064	China	-	2000	-	-	false	-	18461611
EU081334	6	a	HH093	China	-	2000	-	-	false	-	18461611
EU081335	6	a	HH081	China	-	2000	-	-	false	-	18461611
EU081336	6	a	WS083	China	-	2001	-	-	false	-	18461611
EU081337	6	n	HH079	China	-	2000	-	-	false	-	18461611
EU081338	6	n	WS133	China	-	2002	-	-	false	-	18461611
EU081339	6	n	WS132	China	-	2002	-	-	false	-	18461611
EU081340	6	n	HH082	China	-	2000	-	-	false	-	18461611
EU081341	6	n	KM030	China	-	2002	-	-	false	-	18461611
EU081342	6	n	KM012	China	-	2001	-	-	false	-	18461611
EU081343	6	n	WS142	China	-	2002	-	-	false	-	18461611
EU081344	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU081345	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU081346	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU081347	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081348	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081349	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081350	6	xa	DH028	China	-	2001	-	-	false	-	18461611
EU081351	6	xa	DH020	China	-	2001	-	-	false	-	18461611
EU081352	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081353	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081354	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081355	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081356	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081357	6	xa	DH102	China	-	2002	-	-	false	-	18461611
EU081358	6	xa	DH012	China	-	2001	-	-	false	-	18461611
EU081359	6	xa	DH014	China	-	2001	-	-	false	-	18461611
EU081376	6	n	KM012	China	-	2001	-	-	false	-	18461611
EU081386	6	a	HH064	China	-	2000	-	-	false	-	18461611
EU081392	6	a	HH075	China	-	2000	-	-	false	-	18461611
EU081396	6	n	HH079	China	-	2000	-	-	false	-	18461611
EU081398	6	a	HH081	China	-	2000	-	-	false	-	18461611
EU081399	6	n	HH082	China	-	2000	-	-	false	-	18461611
EU081406	6	a	HH093	China	-	2000	-	-	false	-	18461611
EU081422	6	a	WS083	China	-	2001	-	-	false	-	18461611
EU081426	6	n	WS132	China	-	2002	-	-	false	-	18461611
EU081427	6	n	WS133	China	-	2002	-	-	false	-	18461611
EU081428	6	n	WS142	China	-	2002	-	-	false	-	18461611
EU081431	6	xa	DH012	China	-	2001	-	-	false	-	18461611
EU081433	6	xa	DH014	China	-	2001	-	-	false	-	18461611
EU081435	6	xa	DH020	China	-	2001	-	-	false	-	18461611
EU081438	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU081439	6	xa	DH028	China	-	2001	-	-	false	-	18461611
EU081443	6	n	KM012	China	-	2001	-	-	false	-	18461611
EU081453	6	a	HH064	China	-	2000	-	-	false	-	18461611
EU081463	6	n	HH079	China	-	2000	-	-	false	-	18461611
EU081465	6	a	HH081	China	-	2000	-	-	false	-	18461611
EU081466	6	n	HH082	China	-	2000	-	-	false	-	18461611
EU081473	6	a	HH093	China	-	2000	-	-	false	-	18461611
EU081489	6	a	WS083	China	-	2001	-	-	false	-	18461611
EU081493	6	n	WS132	China	-	2002	-	-	false	-	18461611
EU081494	6	n	WS133	China	-	2002	-	-	false	-	18461611
EU081495	6	n	WS142	China	-	2002	-	-	false	-	18461611
EU081498	6	xa	DH012	China	-	2001	-	-	false	-	18461611
EU081500	6	xa	DH014	China	-	2001	-	-	false	-	18461611
EU081502	6	xa	DH020	China	-	2001	-	-	false	-	18461611
EU081505	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU081506	6	xa	DH028	China	-	2001	-	-	false	-	18461611
EU119968	6	n	HH079	China	-	2000	-	-	false	-	18461611
EU119969	6	n	WS133	China	-	2002	-	-	false	-	18461611
EU119970	6	n	WS132	China	-	2002	-	-	false	-	18461611
EU119971	6	n	HH082	China	-	2000	-	-	false	-	18461611
EU119972	6	n	KM030	China	-	2002	-	-	false	-	18461611
EU119973	6	n	KM012	China	-	2001	-	-	false	-	18461611
EU119974	6	n	WS142	China	-	2002	-	-	false	-	18461611
EU119975	6	xa	DH012	China	-	2001	-	-	false	-	18461611
EU119976	6	xa	DH014	China	-	2001	-	-	false	-	18461611
EU119977	6	xa	DH028	China	-	2001	-	-	false	-	18461611
EU119978	6	xa	DH020	China	-	2001	-	-	false	-	18461611
EU119979	6	xa	DH027	China	-	2001	-	-	false	-	18461611
EU119980	6	a	HH064	China	-	2000	-	-	false	-	18461611
EU119981	6	a	HH093	China	-	2000	-	-	false	-	18461611
EU119982	6	a	HH081	China	-	2000	-	-	false	-	18461611
EU119983	6	a	WS083	China	-	2001	-	-	false	-	18461611
EU158186	6	v	NK46	China	-	2004	-	-	false	-	18198375
EU246930	6	a	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246931	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246932	6	e	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246933	6	l	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246934	6	o	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246935	6	i	-	Thailand	Bangkok	-	-	-	false	-	18420806
EU246936	6	f	-	Thailand	Bangkok	-	-	-	false	-	18420806
EU246937	6	n	-	Thailand	Bangkok	-	-	-	false	-	18420806
EU246938	6	n	-	Thailand	Bangkok	-	-	-	false	-	18420806
EU246939	6	t	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU246940	6	u	-	Vietnam	Ho Chi Minh City	-	-	-	false	-	18420806
EU408326	6	e	537798	United States	-	-	-	-	false	-	-
EU408327	6	o	535318	United States	-	-	-	-	false	-	-
EU408328	6	r	QC245	Canada	-	-	-	-	false	-	19281488
EU408329	6	s	QC66	Canada	-	-	-	-	false	-	19281488
EU408330	6	xa	DH012	China	-	-	-	-	false	-	18712831
EU408331	6	xa	DH014	China	-	-	-	-	false	-	18712831
EU408332	6	xa	DH028	China	-	-	-	-	false	-	18712831
EU643834	6	w	HCV-6-D140	Taiwan	-	-	-	-	false	-	19950240
EU643835	6	w	HCV-6-D177	-	-	-	-	-	false	-	19950240
EU643836	6	w	HCV-6-D370	-	-	-	-	-	false	-	19950240
EU798760	6	v	KMN-02	China	-	-	-	-	false	-	19179105
EU798761	6	v	KM046	China	-	-	-	-	false	-	19179105
FJ435090	6	v	KM181	China	Kunming, Yunnan Province	-	-	-	false	-	19179105
FJ462949	6	n	DL226	China	-	2008	-	-	false	Homo sapiens	-
FJ462960	6	n	DL288	China	-	2008	-	-	false	Homo sapiens	-
FJ462962	6	n	DL309	China	-	2008	-	-	false	Homo sapiens	-
FJ462963	6	n	DL327	China	-	2008	-	-	false	Homo sapiens	-
FJ462965	6	n	DL347	China	-	2008	-	-	false	Homo sapiens	-
FJ462966	6	n	DL352	China	-	2008	-	-	false	Homo sapiens	-
FJ462974	6	n	DL406	China	-	2008	-	-	false	Homo sapiens	-
FJ462984	6	n	DL522	China	-	2008	-	-	false	Homo sapiens	-
FJ462986	6	n	DL527	China	-	2008	-	-	false	Homo sapiens	-
FJ462989	6	n	DL058	China	-	2008	-	-	false	Homo sapiens	-
FJ462990	6	v	DL080	China	-	2008	-	-	false	Homo sapiens	-
FJ462991	6	n	DL087	China	-	2008	-	-	false	Homo sapiens	-
FJ462992	6	n	DL088	China	-	2008	-	-	false	Homo sapiens	-
FJ462994	6	n	DL122	China	-	2008	-	-	false	Homo sapiens	-
FJ463002	6	v	DL207	China	-	2008	-	-	false	Homo sapiens	-
FJ463005	6	n	DL222	China	-	2008	-	-	false	Homo sapiens	-
FJ463006	6	n	DL316	China	-	2008	-	-	false	Homo sapiens	-
FJ463009	6	n	DL273	China	-	2008	-	-	false	Homo sapiens	-
FJ463013	6	n	DL214	China	-	2008	-	-	false	Homo sapiens	-
FJ463014	6	n	DL358	China	-	2008	-	-	false	Homo sapiens	-
FJ463015	6	xa	DL308	China	-	2008	-	-	false	Homo sapiens	-
FJ463028	6	n	DL068	China	-	2008	-	-	false	Homo sapiens	-
FJ463029	6	n	DL217	China	-	2008	-	-	false	Homo sapiens	-
FJ463030	6	n	DL360	China	-	2008	-	-	false	Homo sapiens	-
FJ469163	6	a	1a	China	-	2004	APR	27	false	Homo sapiens	19235848
FJ469164	6	a	3a	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469165	6	a	5a	China	-	2005	MAY	17	false	Homo sapiens	19235848
FJ469166	6	a	6a	China	-	2004	NOV	2	false	Homo sapiens	19235848
FJ469167	6	a	7a	China	-	2004	DEC	14	false	Homo sapiens	19235848
FJ469168	6	a	8a	China	-	2002	MAY	28	false	Homo sapiens	19235848
FJ469169	6	a	9a	China	-	2000	DEC	27	false	Homo sapiens	19235848
FJ469170	6	a	10a	China	-	2003	DEC	23	false	Homo sapiens	19235848
FJ469171	6	a	12a	China	-	2005	FEB	23	false	Homo sapiens	19235848
FJ469172	6	a	13a	China	-	1999	FEB	11	false	Homo sapiens	19235848
FJ469173	6	a	14a	China	-	2005	MAY	25	false	Homo sapiens	19235848
FJ469174	6	a	15a	China	-	2004	JAN	13	false	Homo sapiens	19235848
FJ469175	6	a	16a	China	-	2002	APR	23	false	Homo sapiens	19235848
FJ469176	6	a	17a	China	-	2000	DEC	5	false	Homo sapiens	19235848
FJ469177	6	a	19a	China	-	2000	APR	11	false	Homo sapiens	19235848
FJ469178	6	a	20a	China	-	2005	JUN	28	false	Homo sapiens	19235848
FJ469179	6	a	21a	China	-	2004	JUN	2	false	Homo sapiens	19235848
FJ469180	6	a	22a	China	-	2000	NOV	28	false	Homo sapiens	19235848
FJ469181	6	a	23a	China	-	2003	JUL	23	false	Homo sapiens	19235848
FJ469182	6	a	24a	China	-	2004	APR	21	false	Homo sapiens	19235848
FJ469183	6	a	25a	China	-	2004	NOV	10	false	Homo sapiens	19235848
FJ469184	6	a	27a	China	-	2000	JAN	4	false	Homo sapiens	19235848
FJ469185	6	a	28a	China	-	2005	FEB	5	false	Homo sapiens	19235848
FJ469186	6	a	29a	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469187	6	a	30a	China	-	2003	JUL	31	false	Homo sapiens	19235848
FJ469188	6	a	31a	China	-	2000	FEB	2	false	Homo sapiens	19235848
FJ469189	6	a	32a	China	-	2004	DEC	14	false	Homo sapiens	19235848
FJ469190	6	a	33a	China	-	2004	SEP	1	false	Homo sapiens	19235848
FJ469191	6	a	34a	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469192	6	a	35a	China	-	2005	FEB	24	false	Homo sapiens	19235848
FJ469193	6	a	36a	China	-	2005	FEB	14	false	Homo sapiens	19235848
FJ469194	6	a	38a	China	-	2004	OCT	27	false	Homo sapiens	19235848
FJ469195	6	a	39a	China	-	2004	JUL	7	false	Homo sapiens	19235848
FJ469196	6	a	40a	China	-	2000	DEC	12	false	Homo sapiens	19235848
FJ469197	6	a	42a	China	-	2000	DEC	20	false	Homo sapiens	19235848
FJ469198	6	a	43a	China	-	2005	APR	12	false	Homo sapiens	19235848
FJ469199	6	a	44a	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469200	6	a	47a	China	-	2002	MAR	7	false	Homo sapiens	19235848
FJ469201	6	a	48a	China	-	2004	OCT	13	false	Homo sapiens	19235848
FJ469202	6	a	49a	China	-	2005	JAN	25	false	Homo sapiens	19235848
FJ469203	6	a	50a	China	-	2004	JUN	18	false	Homo sapiens	19235848
FJ469204	6	a	51a	China	-	2004	MAR	2	false	Homo sapiens	19235848
FJ469205	6	a	1b	China	-	2004	JUN	2	false	Homo sapiens	19235848
FJ469206	6	a	3b	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469207	6	a	3c	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469208	6	a	3d	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469209	6	a	3e	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469210	6	a	3f	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469211	6	a	3g	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469212	6	a	3h	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469213	6	a	3j	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469214	6	a	3k	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469215	6	a	3m	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469216	6	a	3n	China	-	2003	AUG	19	false	Homo sapiens	19235848
FJ469217	6	a	3p	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469218	6	a	3q	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469219	6	a	3r	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469220	6	a	3s	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469221	6	a	3t	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469222	6	a	3u	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469223	6	a	3v	China	-	2005	MAR	15	false	Homo sapiens	19235848
FJ469224	6	a	8b	China	-	2002	MAY	28	false	Homo sapiens	19235848
FJ469225	6	a	10b	China	-	2003	DEC	23	false	Homo sapiens	19235848
FJ469226	6	a	12b	China	-	2005	FEB	23	false	Homo sapiens	19235848
FJ469227	6	a	13b	China	-	1999	FEB	11	false	Homo sapiens	19235848
FJ469228	6	a	15b	China	-	2004	JAN	13	false	Homo sapiens	19235848
FJ469229	6	a	19b	China	-	2000	APR	11	false	Homo sapiens	19235848
FJ469230	6	a	23b	China	-	2003	JUL	23	false	Homo sapiens	19235848
FJ469231	6	a	27b	China	-	2000	JAN	4	false	Homo sapiens	19235848
FJ469232	6	a	29b	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469233	6	a	29c	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469234	6	a	29d	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469235	6	a	29e	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469236	6	a	29f	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469237	6	a	29g	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469238	6	a	29h	China	-	2001	DEC	11	false	Homo sapiens	19235848
FJ469239	6	a	29j	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469240	6	a	29k	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469241	6	a	29m	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469242	6	a	29n	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469243	6	a	29p	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469244	6	a	29q	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469245	6	a	29r	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469246	6	a	29s	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469247	6	a	29t	China	-	2003	JAN	21	false	Homo sapiens	19235848
FJ469248	6	a	30b	China	-	2003	JUL	31	false	Homo sapiens	19235848
FJ469249	6	a	36b	China	-	2005	FEB	14	false	Homo sapiens	19235848
FJ469250	6	a	39b	China	-	2004	JUL	7	false	Homo sapiens	19235848
FJ469251	6	a	44b	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469252	6	a	44c	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469253	6	a	44d	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469254	6	a	44e	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469255	6	a	44f	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469256	6	a	44g	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469257	6	a	44h	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469258	6	a	44j	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469259	6	a	44k	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469260	6	a	44m	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469261	6	a	44n	China	-	2003	OCT	21	false	Homo sapiens	19235848
FJ469262	6	a	44p	China	-	2005	JUL	12	false	Homo sapiens	19235848
